,label,tid,time,day,poi,price,rating,weather
66025,1047,28910,1062,Thursday,Robert F Kennedy Toll Plaza,-1,4.7,Clear
32040,458,12950,1051,Saturday,Fresh Creek Park,-1,-1.0,Clouds
56658,881,24429,1245,Thursday,J's Big Gym,-1,5.6,Clear
20513,349,9862,926,Sunday,Apple Upper West Side,-1,8.7,Clouds
26165,384,10901,1186,Monday,Bread & Butter,2,6.8,Clouds
51705,766,21316,883,Saturday,Port Authority Bus Terminal,-1,5.5,Clear
42475,645,17985,517,Monday,Concordia Learning Center At St Joseph's School For The Blind,-1,-1.0,Clouds
4662,84,2283,1162,Thursday,Men's Restroom,-1,-1.0,Clear
61171,943,26120,1191,Wednesday,Yankee Stadium,-1,9.2,Clouds
43230,649,18103,1136,Friday,PlayRISE,-1,-1.0,Clouds
27045,390,11049,502,Friday,"The Harry Fox Agency, Inc.",-1,-1.0,Clouds
43463,652,18174,759,Friday,Hoboken Vine,-1,6.9,Clouds
66361,1054,29107,681,Thursday,Sanctuary,-1,-1.0,Clear
6019,94,2576,528,Friday,Dunkin Donuts,1,6.6,Clouds
58833,895,24828,1392,Friday,Stephenson Park,-1,-1.0,Clouds
28241,425,12029,701,Monday,Paramus Park Mall,-1,7.3,Clear
6464,95,2616,1114,Wednesday,MTA Subway - Court Square (E/G/M/7),-1,-1.0,Clouds
65199,1019,28260,459,Thursday,Starbucks,1,7.4,Clouds
22615,354,10030,591,Friday,One Park Ave,-1,-1.0,Clear
64907,1017,28195,941,Sunday,JCPenney,-1,7.3,Clouds
48084,730,20378,841,Wednesday,Krispy Kreme Doughnuts,1,8.8,Clouds
66398,1054,29109,898,Friday,Walmart Supercenter,-1,6.0,Clear
47528,718,20038,642,Thursday,Adam Clayton Powell Jr. State Office Building,-1,-1.0,Clear
45018,689,19209,15,Thursday,Webster Hall,-1,-1.0,Clouds
3872,82,2215,1229,Sunday,Starbucks,1,7.6,Clouds
36237,521,14686,516,Tuesday,Baked Potato King,1,-1.0,Clear
55871,868,24102,1131,Wednesday,Barrage,2,7.9,Clear
14877,267,7510,1202,Wednesday,Imperial Restaurant,2,-1.0,Clouds
63267,980,27195,825,Sunday,Ace Hotel New York,-1,9.1,Clear
8021,121,3331,975,Friday,Mi Casa Nana,-1,-1.0,Clear
8039,121,3332,945,Monday,Lincoln Center 4D324,-1,-1.0,Clouds
32441,458,12961,1359,Monday,Vodou Bar,2,8.2,Clear
39187,585,16361,917,Thursday,Empire City Casino,-1,6.6,Clouds
58949,900,24961,555,Friday,Arch Insurance,-1,-1.0,Clear
31980,458,12949,853,Friday,Statler Wing,-1,-1.0,Clouds
6699,95,2634,102,Friday,Blast Furnace,-1,-1.0,Clouds
210,6,139,30,Monday,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7),-1,-1.0,Clear
41481,635,17656,1058,Sunday,99¢ Junction,-1,-1.0,Clear
7060,99,2739,536,Wednesday,North Jersey Orthopedics Specialists,-1,-1.0,Fog
44836,689,19203,150,Wednesday,New York Hilton Midtown,-1,7.6,Clouds
31795,458,12946,537,Wednesday,Tingué Bungalow,-1,-1.0,Clear
4631,84,2283,856,Tuesday,"MTA Q103, Q18 Bus Stop (30th Ave & 31st St.)",-1,-1.0,Rain
24696,371,10566,1158,Thursday,Boston Market,2,7.6,Clear
34516,488,13741,968,Tuesday,MTA Subway - 168th St (A/C/1),-1,-1.0,Clear
59335,901,25009,462,Tuesday,The Lair,-1,-1.0,Fog
43009,647,18048,423,Friday,Hamilton Park Small Breed Dog Run,-1,7.6,Clear
34953,495,13918,735,Tuesday,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7),-1,-1.0,Clouds
45241,689,19221,1170,Sunday,Lillie's Union Square,2,8.5,Clear
59147,901,24978,1287,Sunday,The Disaster Room,-1,-1.0,Clouds
2258,65,1735,615,Friday,Moe's Southwest Grill,1,7.2,Clear
61317,943,26126,1203,Wednesday,Groove On Grove,-1,6.8,Clear
54620,820,22820,510,Friday,Starbucks,1,7.4,Clear
1185,25,638,484,Tuesday,Central Park - Lilac Walk,-1,-1.0,Rain
21437,349,9893,1241,Sunday,7-Eleven,-1,-1.0,Clouds
20308,347,9826,1326,Sunday,RELL Memorial Park South,-1,-1.0,Clouds
65634,1040,28734,925,Saturday,Pulino's,2,-1.0,Clear
5332,84,2299,573,Monday,Hotel 48LEX Lounge,3,6.6,Clouds
8017,121,3331,769,Wednesday,Walking Peter Pan <3,-1,-1.0,Clouds
55919,868,24105,846,Sunday,Whole Foods Market,-1,9.0,Clouds
18889,315,8952,801,Sunday,Bolla Market - Conduit & Liberty,-1,-1.0,Fog
4214,84,2277,1052,Sunday,Subway,1,6.5,Clear
15157,280,7830,664,Tuesday,Pizza 33,1,5.9,Clouds
65467,1029,28494,1212,Friday,Whiskey Cafe,1,-1.0,Clear
5405,84,2300,470,Sunday,I Whupped Gaby,1,-1.0,Clear
55425,842,23428,1197,Tuesday,Lover's Place,-1,-1.0,Clear
59008,900,24967,632,Saturday,Theatre Row Diner,2,6.5,Clear
65482,1029,28495,876,Wednesday,MVPs Sports Bar,2,7.4,Clear
62097,951,26297,499,Monday,El Manahry Fresh Juice,1,-1.0,Clouds
60032,922,25506,968,Saturday,Prospect Park,-1,9.7,Clear
37758,533,14947,533,Friday,Dunkin' Donuts,1,6.2,Clouds
17956,315,8928,317,Monday,Bolla Market - Conduit & Liberty,-1,-1.0,Clouds
49535,742,20746,736,Tuesday,Heat Madness,-1,-1.0,Clouds
52036,767,21334,663,Friday,Kidville,-1,-1.0,Clear
995,19,476,1142,Wednesday,Robert De Ruggiero Real Estate,-1,-1.0,Clear
3200,73,1928,1094,Wednesday,TheTimesCenter,-1,8.2,Clear
15738,293,8213,775,Friday,MTA Subway - Utica Ave (A/C),-1,-1.0,Clouds
26077,384,10898,525,Monday,Chase Bank,-1,-1.0,Clouds
33182,474,13382,139,Monday,In Bed... Asleep,-1,-1.0,Rain
35551,519,14574,1039,Friday,Madison Square Park,-1,9.6,Clouds
30399,443,12543,1139,Friday,Cuban Eddies,1,7.9,Clouds
22435,354,10028,879,Friday,David's Check Cashing,-1,-1.0,Fog
2936,70,1867,1293,Thursday,MTA Subway - 50th St (D),-1,-1.0,Clouds
27461,398,11250,826,Saturday,Deno's 5,-1,-1.0,Clear
206,6,138,47,Friday,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7),-1,-1.0,Clouds
8740,150,4202,163,Friday,Josie Robertson Plaza (Lincoln Center Plaza),-1,9.3,Clear
2652,70,1836,522,Thursday,MTA Subway - J Train,-1,-1.0,Clear
30941,445,12578,1390,Tuesday,1776 Deli Grocery,1,-1.0,Clouds
14794,262,7393,475,Friday,HSBC,-1,-1.0,Clouds
47140,706,19730,835,Tuesday,LIRR - Jamaica Station - Track 7,-1,-1.0,Clouds
51794,766,21321,816,Thursday,Baja Fresh Mexican Grill,1,-1.0,Clouds
47777,722,20145,1165,Tuesday,MTA Bus - B68/B74/B82/B82LTD - Stillwell Av Terminal,-1,-1.0,Clouds
12685,185,5221,1144,Monday,Charlie Brown's of Washington Township,4,6.0,Clouds
45330,689,19231,1155,Monday,The Smith,3,9.0,Clear
34862,495,13915,543,Friday,Babe's House,-1,-1.0,Clear
12513,185,5216,799,Saturday,Dr. Joshua N Greenspan,-1,-1.0,Clear
21209,349,9889,679,Friday,Pio Pio,2,9.3,Clear
25394,372,10609,837,Tuesday,Umi Sushi,2,8.2,Clouds
48397,730,20394,790,Thursday,The Orion Penthouse,-1,-1.0,Clouds
9224,164,4628,1115,Saturday,Savoia,1,-1.0,Clear
64384,1006,27872,491,Tuesday,amby grocery,1,-1.0,Fog
20812,349,9871,1136,Saturday,Consmr,-1,-1.0,Clear
3657,81,2194,745,Saturday,MTA Subway - 96th St (6),-1,-1.0,Clear
47692,722,20142,111,Saturday,The boss house,-1,-1.0,Clear
47938,723,20168,1157,Friday,On The Mark Barbershop,-1,9.1,Clear
53038,773,21535,607,Monday,Beyer bros corp,-1,-1.0,Clouds
1112,25,634,470,Wednesday,72nd Street Bagel,2,-1.0,Clouds
36137,521,14665,432,Friday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Clouds
41828,638,17771,366,Tuesday,MTA Subway - 86th St (4/5/6),-1,-1.0,Clouds
36745,527,14802,734,Friday,MTA Subway - 23rd St (R/W),-1,-1.0,Clouds
66663,1055,29148,1128,Thursday,Fashion Institute of Technology,-1,-1.0,Clouds
58342,891,24722,551,Wednesday,New Jersey Motor Vehicle Commission,-1,-1.0,Rain
6255,95,2607,897,Thursday,Lane Cafe,2,-1.0,Clear
8457,144,4007,556,Friday,John Jay College - New Building,-1,-1.0,Clear
41826,638,17771,319,Tuesday,MTA Subway - 219th St (2/5),-1,-1.0,Clouds
5995,91,2518,520,Sunday,Yard Flavors,2,-1.0,Clouds
28080,422,11995,184,Thursday,Prudential Center,-1,8.7,Clouds
19033,315,8955,422,Monday,Napoli's Pizza,1,8.5,Clouds
45080,689,19211,690,Sunday,John F. Kennedy International Airport (JFK) (John F. Kennedy International Airport),-1,7.0,Clear
12115,185,5206,534,Friday,Four Seasons,-1,-1.0,Clear
52336,768,21370,102,Friday,Camizzi's Place,-1,-1.0,Clear
46169,702,19641,409,Monday,MTA Bus - Q53,-1,-1.0,Clouds
6704,99,2704,1252,Friday,Willis ave,-1,-1.0,Clouds
14806,262,7394,827,Thursday,Jamaican Resturant,2,-1.0,Clouds
42975,647,18046,555,Monday,ESPN,-1,-1.0,Clouds
4652,84,2283,310,Thursday,Chubby Burgers & Chicken,1,5.5,Clouds
54808,827,23035,1129,Saturday,Little Bay Park Dog Run,-1,8.7,Clouds
40352,612,17062,91,Tuesday,Fordham Fried Chicken & Seafood Inc,1,6.5,Clouds
63564,988,27390,1393,Sunday,Main Street Lofts,-1,-1.0,Clear
18605,315,8946,892,Tuesday,Fine Fare,-1,6.1,Clear
37280,529,14838,523,Tuesday,Brooklyn Bridge,-1,9.6,Clear
3055,70,1872,1094,Thursday,MTA Subway - 6 Train,-1,-1.0,Clouds
33912,484,13633,1080,Sunday,Our House In The Middle Of The St,-1,-1.0,Clear
49783,744,20793,1206,Tuesday,7-Eleven,-1,7.7,Clear
15848,293,8216,1201,Wednesday,MTA Subway - Spring St (C/E),-1,-1.0,Clear
40655,617,17196,824,Saturday,Edgewater Community Center,-1,-1.0,Clouds
21936,354,10024,1165,Tuesday,MTA Subway - Canal St (6/J/N/Q/R/W/Z),-1,-1.0,Clouds
794,14,342,902,Sunday,Caffe Lavazza @ Eataly,1,8.2,Clear
63015,976,27069,726,Saturday,B60 Bus Stop Dekalb And Wilson,-1,-1.0,Clear
64430,1006,27883,1194,Tuesday,PS/IS 270,-1,-1.0,Clear
27478,398,11251,974,Wednesday,John F. Kennedy International Airport (JFK) (John F. Kennedy International Airport),-1,7.0,Clouds
61611,943,26151,1135,Thursday,Madame Claude Wine,-1,8.7,Clear
52622,768,21375,1384,Sunday,Legends,2,7.0,Clouds
45364,689,19233,150,Tuesday,New York Hilton Midtown,-1,7.6,Clear
289,7,144,1042,Friday,Butterfield Market,-1,8.0,Clear
31488,448,12658,12,Friday,CVS/Pharmacy,-1,6.5,Clouds
45544,689,19243,570,Thursday,New York Hilton Midtown,-1,7.6,Clouds
22483,354,10029,1203,Monday,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),-1,-1.0,Clear
36586,527,14800,1108,Thursday,Duane Reade,-1,5.7,Clear
2698,70,1838,1116,Saturday,New York Marriott Marquis,-1,8.4,Clear
54815,827,23036,1226,Tuesday,The Clinton Restaurant,2,7.4,Clear
65072,1017,28211,796,Friday,Sbarro,1,5.6,Clear
28477,432,12222,884,Tuesday,Lea and Leon Eisenberg Beit Midrash,-1,-1.0,Clouds
31204,445,12593,1412,Monday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Clear
6213,95,2606,481,Tuesday,MTA Subway - 69th St/Fisk Ave (7),-1,-1.0,Rain
61867,951,26291,1273,Thursday,MTA Subway - 191st St (1),-1,-1.0,Clouds
45289,689,19229,150,Tuesday,New York Hilton Midtown,-1,7.6,Clear
14979,267,7515,1176,Wednesday,Jimmy Jazz,-1,-1.0,Clear
46540,706,19719,614,Wednesday,Redbox,-1,6.6,Clear
34822,495,13914,1299,Friday,Dallas BBQ,2,-1.0,Clear
27147,390,11071,783,Wednesday,New York Sports Clubs,-1,6.8,Clouds
4618,84,2282,1041,Sunday,Rod's Apt,-1,-1.0,Clear
43509,652,18180,27,Wednesday,Copper Mine Pub,1,-1.0,Clouds
1431,34,910,618,Saturday,House Of Jello,-1,-1.0,Clear
44780,688,19190,742,Sunday,Flywheel Sports,-1,9.3,Clouds
3710,81,2199,823,Saturday,JFK AirTrain - Lefferts Boulevard,-1,-1.0,Clear
12545,185,5217,1094,Thursday,Crowne Plaza Paramus,-1,-1.0,Clouds
33134,472,13353,400,Thursday,Q111 Bus,-1,-1.0,Clear
35933,521,14652,783,Tuesday,Melt Shop,1,-1.0,Clouds
43818,660,18407,0,Tuesday,Bembe,2,8.2,Clear
63355,980,27199,800,Thursday,Opening Ceremony,-1,9.0,Clouds
53938,816,22719,1119,Thursday,Subway,1,6.5,Clouds
61042,934,25878,828,Monday,Duane Reade,-1,6.4,Clouds
56023,872,24233,659,Tuesday,Famous Deli,1,-1.0,Clear
64563,1016,28168,1111,Monday,Bucu Burger Bar & Bakery,1,-1.0,Rain
22108,354,10025,945,Saturday,Coney Island Beach & Boardwalk,-1,9.3,Fog
22344,354,10027,497,Friday,Agape Love International,-1,-1.0,Clear
42955,647,18044,578,Friday,ESPN,-1,-1.0,Clear
24363,371,10560,1130,Tuesday,Momma Dukes House,-1,-1.0,Clear
26654,386,10932,1414,Monday,Home Sweet Home <3,-1,-1.0,Clear
51973,766,21329,1264,Tuesday,A&P,-1,-1.0,Clear
51587,763,21273,1078,Sunday,Union Square Park,-1,9.4,Clear
19080,315,8956,442,Thursday,Napoli's Pizza,1,8.5,Clouds
47520,718,20037,1304,Saturday,MTA Subway - 110th St/Cathedral Parkway (B/C),-1,-1.0,Clear
5575,90,2461,941,Monday,Starbucks,1,6.6,Clouds
63508,988,27382,606,Friday,VIP Barber Shop,-1,6.8,Clear
42566,645,17989,738,Sunday,Foxwoods Club,3,7.7,Clouds
2341,65,1740,1298,Sunday,Arlington Memorial Park,-1,-1.0,Clear
31758,448,12672,1327,Monday,José de San Martín Statue,-1,-1.0,Clear
43767,660,18403,172,Thursday,RE.MA.TA,-1,-1.0,Clouds
59708,913,25293,473,Monday,MTA Subway - Bergen St (F/G),-1,-1.0,Clouds
43335,652,18169,1224,Monday,BJ's Wholesale Club,-1,8.1,Clouds
41997,642,17893,651,Thursday,AC Lawrence,-1,-1.0,Clouds
60576,928,25698,1401,Friday,Castañeda Residence,-1,-1.0,Clear
28233,425,12028,1354,Saturday,Team Brootal HQ,-1,-1.0,Clear
63811,990,27435,961,Saturday,VOILÀ hotel -  St Giles The Court,-1,-1.0,Clear
14231,246,6917,813,Saturday,MTA Bus - 2 Av & E 57 St M15,-1,-1.0,Clear
58856,900,24933,440,Thursday,MTA Subway - 30th Ave (N/W),-1,-1.0,Clouds
42042,642,17896,1235,Tuesday,Ben's Pizzeria,1,7.3,Clouds
8335,138,3876,894,Monday,PS 225 Ella Baker,-1,-1.0,Unknown
51286,754,21051,909,Thursday,Fordham University School of Law,-1,-1.0,Clear
41792,638,17769,652,Tuesday,Planet Fitness,-1,8.0,Clouds
47644,722,20139,518,Friday,MTA Bus - B68/B74/B82/B82LTD - Stillwell Av Terminal,-1,-1.0,Clear
13293,201,5656,1026,Tuesday,Sports Authority,-1,-1.0,Clouds
14702,262,7386,1042,Tuesday,Golden Krust Caribbean Bakery and Grill,1,6.5,Clear
27455,398,11250,693,Wednesday,Whitestone Animal Hospital,-1,-1.0,Clouds
25471,384,10889,767,Monday,Au Bon Pain,2,5.9,Clouds
32871,472,13329,490,Friday,Citibank,-1,6.4,Clear
513,12,290,1172,Wednesday,HSBC,-1,-1.0,Clouds
8506,144,4010,1387,Thursday,Yankee Stadium,-1,9.2,Clear
24373,371,10560,760,Saturday,Clearview Gardens,-1,-1.0,Clear
13684,208,5841,69,Friday,135 W 10th St,-1,-1.0,Clouds
16427,293,8231,50,Thursday,Broadway Deli,1,-1.0,Clear
23031,354,10036,410,Sunday,MTA Subway - Forest Hills/71st Ave (E/F/M/R),-1,-1.0,Clear
326,7,146,1079,Friday,Momofuku Ssäm Bar,3,9.4,Clear
60001,916,25348,998,Tuesday,American Museum of Natural History,-1,9.4,Clear
57760,885,24551,986,Tuesday,New china chinese restaurant,1,-1.0,Clear
46224,702,19648,1170,Wednesday,Midtown Comics,-1,8.8,Clear
62803,976,27060,1055,Friday,MTA Bus - 92 St & Ft Hamilton Py (B8/B70/S53/S79-SBS/S93),-1,-1.0,Clear
1795,50,1345,270,Sunday,Artichoke Basille’s Pizza & Brewery,1,8.7,Clear
16770,293,8240,806,Tuesday,Soho Mini Market,-1,-1.0,Clear
50933,753,21012,1231,Monday,Watching my shows @ home,-1,-1.0,Clear
5652,90,2466,822,Sunday,Jamba Juice,1,-1.0,Clouds
34927,495,13916,755,Sunday,Souths,2,7.2,Clear
53092,773,21541,522,Wednesday,River Rd,-1,-1.0,Fog
21324,349,9891,825,Saturday,Cafe Carlyle,-1,8.8,Snow
35866,521,14649,1054,Wednesday,MTA Subway - 42nd St/Grand Central (4/5/6/7/S),-1,-1.0,Clouds
57018,881,24452,24,Sunday,Mijana Hookah Lounge & Restaurant,2,6.2,Clouds
33267,474,13385,867,Monday,Bally Total Fitness,-1,5.7,Clouds
23175,354,10041,390,Wednesday,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),-1,-1.0,Clouds
22077,354,10025,646,Friday,Ali Forney Center,-1,-1.0,Clouds
26248,384,10902,577,Tuesday,Anita's Delicatessen,2,-1.0,Clear
41403,628,17517,392,Monday,Mom and Dad's House,-1,-1.0,Clear
43252,649,18104,553,Sunday,Yaffa Cafe,2,-1.0,Clouds
27570,398,11276,1128,Thursday,Puebla Mexican Food and Coffee Shop,1,-1.0,Clear
54692,820,22823,521,Thursday,Heaven,-1,-1.0,Clear
65216,1019,28265,737,Monday,Wei West,2,6.0,Clear
22764,354,10031,320,Sunday,MTA Subway - Broadway (G),-1,-1.0,Clouds
26311,384,10905,878,Thursday,Subway,1,4.9,Clear
7384,120,3288,1411,Wednesday,MTA Subway - 9th Ave (D),-1,-1.0,Rain
12644,185,5220,397,Tuesday,Mack-Cali Centre II,-1,-1.0,Clear
38144,546,15314,760,Thursday,Bellevue Hospital Center,-1,-1.0,Clouds
38548,579,16209,773,Friday,Macy's,-1,8.5,Clouds
49939,744,20811,1425,Monday,PJ Brick's,1,-1.0,Clouds
34808,495,13914,1253,Wednesday,Port Authority Bus Terminal,-1,5.5,Clouds
50474,750,20924,1432,Saturday,151 Discount Liqours,-1,-1.0,Rain
18052,315,8929,868,Tuesday,Bolla Market - Conduit & Liberty,-1,-1.0,Rain
33379,474,13389,1227,Saturday,China City,1,-1.0,Clear
56315,872,24249,1384,Saturday,MTA Bus - W. 72nd Street and Broadway (M5/M5LTD/M57/M72),-1,5.8,Clouds
58535,891,24731,746,Sunday,World of Reptiles,-1,7.1,Clouds
2867,70,1863,651,Thursday,MTA Subway - Parkchester (6),-1,-1.0,Clear
20685,349,9868,474,Friday,The Mothaship,-1,-1.0,Clouds
20423,349,9861,748,Sunday,Duane Reade,-1,7.0,Clear
57177,882,24463,393,Monday,Great Jones Spa,-1,9.3,Clear
40082,596,16601,145,Sunday,My Crib,-1,-1.0,Clouds
58757,895,24819,1388,Saturday,Stephenson Park,-1,-1.0,Clouds
443,12,287,1118,Wednesday,Sushi Family,2,5.8,Clouds
8601,150,4176,794,Thursday,David Rubenstein Atrium at Lincoln Center,-1,8.4,Clouds
66657,1055,29148,1106,Wednesday,Pier 1 Imports,-1,-1.0,Clouds
63233,976,27082,1184,Thursday,MTA Bus - Lexington Av & E 45 St (M101/M102/M103),-1,-1.0,Clouds
66185,1047,28913,1262,Friday,Chantels House,-1,-1.0,Clear
13385,201,5671,715,Thursday,Banana Republic,-1,6.8,Clear
50704,752,20990,210,Thursday,Hawk Crossings,-1,-1.0,Clouds
54369,820,22813,1216,Tuesday,New Broadway Laundromat,-1,-1.0,Clouds
54259,819,22797,1006,Saturday,Batcave,-1,-1.0,Clouds
40369,612,17063,712,Friday,Western Union,-1,5.2,Clouds
57204,882,24463,46,Thursday,CFM [Art] Gallery,-1,-1.0,Clouds
46294,705,19703,663,Monday,Walgreens,-1,6.7,Rain
25842,384,10893,1160,Tuesday,Bouley,4,-1.0,Clouds
30220,443,12535,358,Thursday,Casa Del Gay: Englewood,-1,-1.0,Clear
43216,649,18102,1060,Thursday,Daryl Roth Theatre,-1,9.1,Clear
3788,81,2206,1355,Tuesday,Earl's Beer & Cheese,2,9.3,Clear
16372,293,8229,743,Thursday,Casa Senor Cigar,-1,-1.0,Clouds
29719,440,12458,482,Thursday,23rd Street PATH Station,-1,-1.0,Clear
39804,595,16575,895,Tuesday,Staten Island Ferry - St. George Terminal,-1,-1.0,Clear
23179,354,10041,531,Wednesday,Mobil,-1,6.3,Clouds
2547,69,1824,31,Monday,Middle Village,-1,-1.0,Clear
5143,84,2291,371,Friday,Graybar,-1,7.3,Clear
11885,185,5198,650,Sunday,85 Main St.,-1,-1.0,Clear
55849,868,24099,871,Sunday,Fineline Tattoo,-1,6.8,Clear
33775,484,13629,999,Saturday,Best Buy,-1,6.4,Clear
26196,384,10901,432,Thursday,The Pierpont,-1,-1.0,Clouds
25264,372,10599,956,Sunday,Duane Reade,-1,5.2,Clouds
55798,868,24096,1033,Saturday,Chipotle Mexican Grill,1,7.9,Clear
35981,521,14654,453,Tuesday,MTA Subway - Avenue U (Q),-1,-1.0,Rain
7339,120,3287,1017,Wednesday,New York International Auto Show,-1,-1.0,Clouds
35284,518,14537,11,Friday,The Addison,-1,-1.0,Clear
8525,144,4011,914,Thursday,My House,-1,-1.0,Clear
50091,745,20819,597,Sunday,Mr. Kiwi's,-1,8.5,Clear
19595,319,9023,21,Sunday,Benash Delicatessen,3,4.6,Clear
37784,533,14949,832,Monday,ShopRite,-1,6.7,Clouds
42353,643,17938,635,Thursday,fabi's original habitat,-1,-1.0,Clear
63161,976,27077,1053,Sunday,Barnes & Noble,-1,8.8,Clear
30128,443,12532,1273,Saturday,The Cheesecake Factory,2,8.5,Clear
53280,806,22436,578,Wednesday,Onassis Clothing Corporate Headquarters,-1,-1.0,Clouds
36851,527,14807,920,Tuesday,NYC Laundromat,-1,-1.0,Clear
7641,120,3295,1251,Friday,Parent's House,-1,-1.0,Clear
42470,645,17984,1052,Friday,BJ's Wholesale Club,-1,6.0,Clear
23309,354,10048,576,Tuesday,Dunkin Donuts,1,5.7,Clear
10232,178,4997,511,Tuesday,MTA Subway - Woodlawn (4),-1,-1.0,Clear
46465,706,19718,69,Friday,Jamaica Multiplex Cinemas,-1,6.5,Clouds
12167,185,5207,1433,Friday,The Hang Out,-1,-1.0,Clear
3269,73,1931,449,Wednesday,PS/MS 279,-1,-1.0,Clouds
18376,315,8936,686,Sunday,New Ming Fat Chinese Restaurant,1,-1.0,Clouds
7614,120,3294,958,Thursday,Parent's House,-1,-1.0,Clouds
59476,902,25025,1074,Tuesday,CKO Kickboxing Paramus,-1,-1.0,Clear
28621,432,12237,1211,Wednesday,Mendel Gottesman Library,-1,-1.0,Clear
10659,182,5107,501,Friday,AnVilEntertainmentRecorders World HQ,-1,-1.0,Clear
56254,872,24248,849,Thursday,Famous Deli,1,-1.0,Clear
49402,742,20737,597,Monday,DEVILS still SUCK!!!,-1,-1.0,Rain
59393,902,25013,807,Saturday,Xchange at Secaucus Jctn,-1,-1.0,Clouds
20859,349,9874,1291,Thursday,Spice Chelsea Corner,2,7.7,Clear
14043,236,6642,472,Thursday,Sexydredmon@Home,-1,-1.0,Clear
48310,730,20388,841,Friday,Lillie's Union Square,2,8.5,Clear
59948,916,25339,723,Friday,NJT - 22nd Street Light Rail Station,-1,-1.0,Clouds
62880,976,27062,948,Wednesday,MHR management,-1,-1.0,Clouds
51558,763,21270,1158,Saturday,Gem Super Value,-1,-1.0,Clear
458,12,288,428,Tuesday,Q25Ltd - Parsons Blvd & Jamaica Ave,-1,-1.0,Clouds
4243,84,2278,1243,Tuesday,The Perfect Pint,2,6.7,Clear
49584,742,20749,548,Friday,NEW YORK GIANTS STATE OF MIND!!!!!!!!!!!!!!,-1,-1.0,Clear
22616,354,10030,591,Friday,Chipotle Mexican Grill,1,7.4,Clear
29408,440,12450,1088,Monday,Duane Reade,-1,5.9,Clouds
8823,153,4271,976,Monday,Food Network,-1,8.6,Clouds
66164,1047,28913,580,Wednesday,Dunkin' Donuts,1,7.0,Clouds
38129,546,15312,805,Monday,Carolyne's Crib,-1,-1.0,Clouds
53216,787,21947,922,Tuesday,Dr. Leon Demar,-1,-1.0,Fog
60698,934,25845,1128,Wednesday,GWB Ghetto Jitney,-1,-1.0,Clear
33629,484,13626,1110,Monday,Espinal Deli Grocery,1,6.3,Clouds
34983,495,13918,1022,Sunday,James J Braddock North Hudson County Park,-1,8.7,Clouds
18238,315,8932,883,Thursday,Oxygen Media,-1,7.4,Clouds
65272,1025,28387,1046,Monday,NYCHA - Campos Plaza,-1,-1.0,Clouds
17070,293,8244,1434,Wednesday,Sternberg Park,-1,6.5,Clear
22948,354,10035,612,Monday,Best Buy Mobile,-1,-1.0,Clear
2533,69,1823,855,Thursday,MTA New York City Transit Fresh Pond Depot,-1,5.6,Clouds
6466,95,2616,1162,Wednesday,House of Hercules,-1,-1.0,Clouds
53875,816,22717,1021,Tuesday,Bergen Community College,-1,-1.0,Clear
25633,384,10890,684,Thursday,Shake Shack,2,9.1,Clear
65016,1017,28201,964,Monday,YAI Network,-1,-1.0,Clear
44426,682,18999,1252,Thursday,435 E 79 St,-1,-1.0,Clear
30490,445,12567,1154,Friday,C-Town Supermarkets,-1,-1.0,Clear
26227,384,10901,1282,Sunday,The Pierpont,-1,-1.0,Rain
11570,185,5192,1022,Thursday,my bed,3,-1.0,Clouds
56058,872,24237,711,Saturday,Crumbs Bake Shop,2,-1.0,Clouds
21591,349,9897,1004,Sunday,Freddy's Pizzeria,1,7.5,Clear
9896,178,4986,727,Friday,Screme Gelato Truck,1,-1.0,Clear
56071,872,24242,930,Friday,Garden of Eden Marketplace,-1,7.3,Clouds
9514,172,4826,1062,Friday,MTA Subway - Astoria Blvd/Hoyt Ave (N/W),-1,-1.0,Clear
53730,816,22703,1022,Saturday,Spa Meridian,-1,-1.0,Clouds
42638,646,18010,735,Wednesday,NYU Stern School of Business,-1,-1.0,Clouds
4138,82,2233,218,Friday,Satan's Lair,-1,-1.0,Clear
37952,539,15149,423,Wednesday,The Hawthorne,-1,-1.0,Clouds
33936,484,13636,1171,Thursday,Grimaldi's Pizzeria,1,8.3,Clouds
19801,344,9718,487,Monday,Q Cafe,-1,-1.0,Clear
19634,343,9700,497,Tuesday,Lufthansa Cargo AG,-1,-1.0,Clear
57165,882,24462,1267,Monday,All Seasons Nails & Spa,-1,6.6,Clear
15879,293,8217,10,Thursday,MTA B46 To Kings Plaza,-1,-1.0,Clouds
27740,412,11684,1141,Wednesday,MTA Subway - Astoria Blvd/Hoyt Ave (N/W),-1,-1.0,Clouds
33289,474,13385,592,Saturday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Clear
48360,730,20391,790,Tuesday,The Orion Penthouse,-1,-1.0,Clouds
